hs6,hs_section,tariff_coef,std_err,t_stat,sig_1pct,dist_coef,epsilon_pt,epsilon_zeroed,flag_zero,flag_positive,flag_missing,nobs,status
510219,11,-7.017857880809814,10.765725061323788,0.6518704351852429,FALSE,-0.8071957801467673,-6.017857880809814,1,TRUE,FALSE,FALSE,17133,ok
510220,11,-8.234360038499943,6.696120583769561,1.2297209907567757,FALSE,-1.88505504660898,-7.234360038499943,1,TRUE,FALSE,FALSE,8118,ok
510310,11,-15.244126939367463,5.204254586887986,2.9291662590401963,TRUE,-0.8767485836378953,-14.244126939367463,-14.244126939367463,FALSE,FALSE,FALSE,13260,ok
510320,11,-11.559702863289191,4.834888314624407,2.390893462486774,FALSE,-0.8280984992568988,-10.559702863289191,1,TRUE,FALSE,FALSE,17788,ok
510330,11,-25.035662101096033,8.976341101592219,2.7890720526045096,TRUE,-0.7893253476090067,-24.035662101096033,-24.035662101096033,FALSE,FALSE,FALSE,2425,ok
510400,11,-10.45505516563138,10.520914761677918,0.9937401264492296,FALSE,-0.8141237298337938,-9.45505516563138,1,TRUE,FALSE,FALSE,7298,ok
510510,11,-36.03736347651438,7.4190993054345835,4.857377154948789,TRUE,-0.7578463750866277,-35.03736347651438,-35.03736347651438,FALSE,FALSE,FALSE,20176,ok
510521,11,-32.205851341239054,9.392064452186323,3.429049226098746,TRUE,-0.9386808559983046,-31.205851341239054,-31.205851341239054,FALSE,FALSE,FALSE,12555,ok
510529,11,-15.07242960078127,4.886048586166853,3.084789136860737,TRUE,-0.8538762588328506,-14.07242960078127,-14.07242960078127,FALSE,FALSE,FALSE,29724,ok
510531,11,-52.362469781947226,6.423427479045951,8.151795899114664,TRUE,-0.23674189728082215,-51.362469781947226,-51.362469781947226,FALSE,FALSE,FALSE,15481,ok
510539,11,-34.872313939502675,7.747581076037875,4.501058278351884,TRUE,-0.3482631180698721,-33.872313939502675,-33.872313939502675,FALSE,FALSE,FALSE,15481,ok
510540,11,-22.890539025201583,7.311445647062606,3.130781534893571,TRUE,-1.0769575445160369,-21.890539025201583,-21.890539025201583,FALSE,FALSE,FALSE,3916,ok
510610,11,-26.828140904730425,4.329464361650345,6.196642047078504,TRUE,-1.2764925533177505,-25.828140904730425,-25.828140904730425,FALSE,FALSE,FALSE,36869,ok
510620,11,-13.721251385748573,3.9140584256638804,3.50563274574044,TRUE,-1.6113192820162912,-12.721251385748573,-12.721251385748573,FALSE,FALSE,FALSE,32110,ok
510710,11,-27.274762780665924,4.474137941717856,6.096093400775594,TRUE,-0.6367806097778624,-26.274762780665924,-26.274762780665924,FALSE,FALSE,FALSE,38235,ok
510720,11,-19.307058252144742,2.518253479013336,7.666844665577248,TRUE,-0.9791698722860901,-18.307058252144742,-18.307058252144742,FALSE,FALSE,FALSE,33325,ok
510810,11,-42.69622232698364,6.453581791606263,6.6158954369363885,TRUE,-0.9150655568774879,-41.69622232698364,-41.69622232698364,FALSE,FALSE,FALSE,15803,ok
510820,11,-35.42356898282222,5.166365423967966,6.856574414671496,TRUE,-0.520790869430499,-34.42356898282222,-34.42356898282222,FALSE,FALSE,FALSE,19766,ok
510910,11,-20.50182860855078,3.568918418667992,5.744549525512149,TRUE,-1.074345084583917,-19.50182860855078,-19.50182860855078,FALSE,FALSE,FALSE,37034,ok
510990,11,-2.7942610897748565,3.6758813621089694,0.7601608470224677,FALSE,-1.0648881084923218,-1.7942610897748565,1,TRUE,FALSE,FALSE,42105,ok
511000,11,2.514240419221141,3.9689318841968366,0.6334803651410936,FALSE,-1.0580618127632428,3.514240419221141,1,TRUE,FALSE,FALSE,11506,ok
511111,11,-11.140653665870781,1.7272904766070376,6.449785844795869,TRUE,-0.7967494027117276,-10.140653665870781,-10.140653665870781,FALSE,FALSE,FALSE,39724,ok
511119,11,-14.46784743696685,1.414626199307005,10.227328918448093,TRUE,-0.9622103985581287,-13.46784743696685,-13.46784743696685,FALSE,FALSE,FALSE,44720,ok
511120,11,-7.662658773862332,1.687543399843671,4.540718048834879,TRUE,-0.9171692061075399,-6.662658773862332,-6.662658773862332,FALSE,FALSE,FALSE,29637,ok
511130,11,-11.85368801012827,1.747194092958037,6.784413968604783,TRUE,-0.9443650401499464,-10.85368801012827,-10.85368801012827,FALSE,FALSE,FALSE,40247,ok
